QUERY_ID,DOC_ID,ORDER
17882,16002,5
22134,685,1
22134,1948,2
22134,2534,3
22134,15651,4
22134,1106703,5
17956,1635,1
17956,2531,2
17956,932,3
17956,1041,4
17956,3435,5
27017,4727,1
27017,1296,2
27017,1685,3
27017,15949,4
27017,1377,5
21209,3657,1
21209,522,2
21209,6640,3
21209,5209,4
21209,1102299,5
21926,1138,1
21926,1114842,2
21926,3433,3
21926,1960,4
21926,1359,5
25586,83,1
25586,15301,2
25586,2369,3
25586,1102472,4
25586,15939,5
13112,16002,1
13112,15766,2
13112,522,3
13112,15097,4
13112,1100611,5
13111,14850,1
13111,14849,2
13111,4652,3
13111,15766,4
13111,15771,5
17347,15257,1
17347,1203,2
17347,1213,3
17347,16149,4
17347,5229,5
25338,92,1
25338,209,2
25338,207,3
25338,668,4
25338,15340,5
29564,376,1
29564,3290,2
29564,6414,3
29564,1381,4
29564,251,5
26437,494,1
26437,14825,2
26437,1104440,3
26437,1104426,4
26437,1331,5
14976,15749,1
14976,579,2
14976,15158,3
14976,2554,4
14976,5095,5
14235,16002,1
14235,5300,2
14235,6186,3
14235,3106,4
14235,1377,5
16229,2712,1
16229,2821,2
16229,260,3
16229,1102428,4
16229,331,5
26449,494,1
26449,2255,2
26449,1104440,3
26449,72,4
26449,1404,5
14879,1948,1
14879,5562,2
14879,395,3
14879,424,4
14879,14823,5
21835,932,1
21835,5512,2
21835,14762,3
21835,1105372,4
21835,1195,5
21827,932,1
21827,5512,2
21827,1105372,3
21827,2526,4
21827,5262,5
17359,932,1
17359,1002,2
17359,1289,3
17359,14930,4
17359,483,5
17348,15257,1
17348,1203,2
17348,16149,3
17348,1213,4
17348,1204,5
13665,932,1
13665,1114145,2
13665,14789,3
13665,15446,4
13665,15304,5
34937,1100840,1
34937,2460,2
34937,1101075,3
34937,4524,4
34937,186,5
23151,310,1
23151,186,2
23151,874,3
23151,365,4
23151,14823,5
35019,187,1
35019,4904,2
35019,4186,3
35019,15168,4
35019,561,5
26608,1231,1
26608,2054,2
26608,1249,3
26608,1033,4
26608,2369,5
34945,1248,1
34945,716,2
34945,15995,3
34945,5307,4
34945,15275,5
17903,932,1
17903,2523,2
17903,1002,3
17903,1635,4
17903,5221,5
35022,1114139,1
35022,932,2
35022,716,3
35022,5307,4
35022,1101003,5
18027,1411,1
18027,1118254,2
18027,2063,3
18027,2556,4
18027,2067,5
35249,15224,1
35249,1215,2
35249,15274,3
35249,4495,4
35249,15275,5
30336,15340,1
30336,1103312,2
30336,169,3
30336,16191,4
30336,303,5
34993,260,1
34993,741,2
34993,5226,3
34993,15508,4
34993,14988,5
22167,1105372,1
22167,327,2
22167,14762,3
22167,261,4
22167,1102428,5
18255,1202,1
18255,1002,2
18255,2497,3
18255,932,4
18255,1104724,5
18185,796,1
18185,1100381,2
18185,5701,3
18185,1100555,4
18185,1102397,5
17995,5095,1
17995,4070,2
17995,45,3
17995,1106586,4
17995,46,5
28456,1231,1
28456,2054,2
28456,14933,3
28456,1102044,4
28456,16010,5
23109,1101003,1
23109,1100610,2
23109,14880,3
23109,716,4
23109,1943,5
18167,397,1
18167,180,2
18167,279,3
18167,15446,4
18167,6432,5
18843,803,1
18843,932,2
18843,1104433,3
18843,260,4
18843,1034,5
19747,1577,1
19747,1106436,2
19747,1100157,3
19747,5029,4
19747,1576,5
35070,1103362,1
35070,775,2
35070,2369,3
35070,1266,4
35070,4728,5
29371,1104564,1
29371,482,2
29371,14762,3
29371,1138,4
29371,3693,5
27751,494,1
27751,14837,2
27751,1033,3
27751,1103430,4
27751,14838,5
22771,15508,1
22771,1948,2
22771,932,3
22771,1106491,4
22771,1106526,5
18133,15219,1
18133,16272,2
18133,1100276,3
18133,1100981,4
18133,1103785,5
20987,1411,1
20987,1110054,2
20987,1635,3
20987,1138,4
20987,6023,5
23172,1397,1
23172,397,2
23172,2935,3
23172,398,4
23172,6432,5
35185,5914,1
35185,1118,2
35185,1104570,3
35185,6245,4
35185,1948,5
34790,4495,1
34790,631,2
34790,2553,3
34790,15749,4
34790,2554,5
34794,1113789,1
34794,15695,2
34794,1113880,3
34794,946,4
34794,15965,5
15067,342,1
15067,5839,2
15067,845,3
15067,1104721,4
15067,15214,5
13184,1118226,1
13184,5242,2
13184,1102638,3
13184,2643,4
13184,1100888,5
25351,15520,1
25351,1382,2
25351,15518,3
25351,1244,4
25351,5095,5
23646,15520,1
23646,1558,2
23646,1298,3
23646,1100229,4
23646,785,5
27025,1104,1
27025,16149,2
27025,2392,3
27025,16148,4
27025,2617,5
22108,5226,1
22108,932,2
22108,260,3
22108,5387,4
22108,1946,5
27956,1516,1
27956,1056,2
27956,1296,3
27956,387,4
27956,1259,5
17899,1202,1
17899,1104724,2
17899,932,3
17899,1100302,4
17899,5221,5
22142,260,1
22142,1487,2
22142,14808,3
22142,741,4
22142,5226,5
21222,1280,1
21222,1041,2
21222,1229,3
21222,1635,4
21222,4070,5
22158,1945,1
22158,5300,2
22158,122,3
22158,16002,4
22158,1635,5
22148,1945,1
22148,122,2
22148,741,3
22148,932,4
22148,2402,5
17905,932,1
17905,1204,2
17905,1202,3
17905,1447,4
17905,1101258,5
42438,5229,1
42438,6412,2
42438,15660,3
42438,1113906,4
42438,1100948,5
21938,2955,1
21938,15114,2
21938,932,3
21938,15115,4
21938,5226,5
19533,1351,1
19533,169,2
19533,868,3
19533,15525,4
19533,210,5
21169,3423,1
21169,176,2
21169,1085,3
21169,1635,4
21169,1496,5
17179,1247,1
17179,1022,2
17179,1104297,3
17179,1966,4
17179,1581,5
17178,3770,1
17178,260,2
17178,14799,3
17178,5783,4
17178,920,5
25594,1972,1
25594,741,2
25594,370,3
25594,483,4
25594,1499,5
22960,522,1
22960,2554,2
22960,14709,3
22960,2553,4
22960,6390,5
17896,1248,1
17896,1252,2
17896,1002,3
17896,932,4
17896,14930,5
22971,803,1
22971,1034,2
22971,1447,3
22971,15116,4
22971,932,5
26442,1100366,1
26442,4742,2
26442,3280,3
26442,6329,4
26442,5207,5
26447,836,1
26447,15351,2
26447,2820,3
26447,2604,4
26447,15266,5
26450,1100323,1
26450,2369,2
26450,1100535,3
26450,3280,4
26450,1100049,5
26439,494,1
26439,3280,2
26439,873,3
26439,1331,4
26439,5207,5
26431,15942,1
26431,1331,2
26431,16149,3
26431,15939,4
26431,4629,5
26472,1760,1
26472,1259,2
26472,4524,3
26472,14782,4
26472,4592,5
15871,1253,1
15871,1102044,2
15871,1188,3
15871,14933,4
15871,5305,5
15870,3290,1
15870,668,2
15870,207,3
15870,169,4
15870,4376,5
16942,15992,1
16942,887,2
16942,5288,3
16942,1705,4
16942,15099,5
17389,2955,1
17389,932,2
17389,2182,3
17389,4261,4
17389,15115,5
24162,5250,1
24162,14854,2
24162,5884,3
24162,1116,4
24162,1581,5
19485,15438,1
19485,1104522,2
19485,207,3
19485,392,4
19485,6482,5
26486,5573,1
26486,2369,2
26486,14837,3
26486,268,4
26486,1249,5
17324,15857,1
17324,525,2
17324,629,3
17324,2579,4
17324,2664,5
17320,1197,1
17320,1114842,2
17320,1114143,3
17320,1195,4
17320,2494,5
20561,942,1
20561,2528,2
20561,483,3
20561,15987,4
20561,323,5
21871,1945,1
21871,932,2
21871,741,3
21871,15116,4
21871,5229,5
21840,5504,1
21840,932,2
21840,3101,3
21840,2497,4
21840,1078,5
30058,15340,1
30058,5074,2
30058,6665,3
30058,169,4
30058,303,5
34665,1635,1
34665,1209,2
34665,1101003,3
34665,15850,4
34665,1516,5
29591,41,1
29591,1522,2
29591,1565,3
29591,785,4
29591,1563,5
29647,5,1
29647,1107151,2
29647,15409,3
29647,1157,4
29647,5259,5
35071,4687,1
35071,1100870,2
35071,775,3
35071,4727,4
35071,4726,5
22197,15235,1
22197,2527,2
22197,1391,3
22197,1085,4
22197,4090,5
18250,741,1
18250,932,2
18250,1119542,3
18250,2555,4
18250,1002,5
18226,1101163,1
18226,5229,2
18226,1114116,3
18226,1113798,4
18226,3433,5
34964,522,1
34964,3213,2
34964,4318,3
34964,814,4
34964,4137,5
22944,932,1
22944,1105372,2
22944,14762,3
22944,1289,4
22944,1195,5
19682,1103066,1
19682,2736,2
19682,4485,3
19682,14773,4
19682,1685,5
35177,6380,1
35177,15705,2
35177,310,3
35177,5572,4
35177,15704,5
23591,1085,1
23591,15235,2
23591,2527,3
23591,15299,4
23591,663,5
26238,14880,1
26238,1131,2
26238,1447,3
26238,1089,4
26238,2988,5
23191,1791,1
23191,522,2
23191,133,3
23191,5307,4
23191,16063,5
18920,2497,1
18920,5464,2
18920,15266,3
18920,483,4
18920,803,5
28981,6150,1
28981,1110212,2
28981,1104192,3
28981,1421,4
28981,1104193,5
18155,1118264,1
18155,2651,2
18155,1000059,3
18155,1104192,4
18155,717,5
18128,717,1
18128,1110543,2
18128,15273,3
18128,1706,4
18128,1139,5
29377,1102009,1
29377,932,2
29377,2114,3
29377,2497,4
29377,412,5
23116,87,1
23116,1100036,2
23116,86,3
23116,14816,4
23116,1496,5
28970,1526,1
28970,4253,2
28970,1213,3
28970,4255,4
28970,1701,5
20885,1635,1
20885,14762,2
20885,3626,3
20885,2385,4
20885,1195,5
30343,723,1
30343,21,2
30343,1563,3
30343,4758,4
30343,15103,5
23314,96,1
23314,2021,2
23314,94,3
23314,98,4
23314,2194,5
21868,5504,1
21868,656,2
21868,260,3
21868,5267,4
21868,5088,5
15319,932,1
15319,1104715,2
15319,1089,3
15319,1102428,4
15319,331,5
17830,775,1
17830,2485,2
17830,716,3
17830,331,4
17830,15390,5
30125,1298,1
30125,1243,2
30125,1157,3
30125,5934,4
30125,1563,5
11598,5100,1
11598,15275,2
11598,1701,3
11598,15850,4
11598,331,5
21834,5226,1
21834,1947,2
21834,1581,3
21834,1716,4
21834,4905,5
25236,631,1
25236,5209,2
25236,841,3
25236,1113892,4
25236,5229,5
21817,1948,1
21817,2534,2
21817,685,3
21817,15651,4
21817,14789,5
16946,1732,1
16946,2054,2
16946,1730,3
16946,251,4
16946,6414,5
26510,973,1
26510,15266,2
26510,5223,3
26510,1114093,4
26510,1103437,5
15003,370,1
15003,5307,2
15003,950,3
15003,15142,4
15003,579,5
15216,14837,1
15216,14826,2
15216,1211,3
15216,14872,4
15216,5006,5
20481,3514,1
20481,1518,2
20481,2068,3
20481,1195,4
20481,331,5
107194,401,1
107194,522,2
107194,5349,3
107194,14880,4
107194,1791,5
15757,5,1
15757,92,2
15757,169,3
15757,6665,4
15757,15409,5
15049,342,1
15049,2554,2
15049,1946,3
15049,1945,4
15049,5095,5
15720,1263,1
15720,1331,2
15720,15329,3
15720,1102265,4
15720,1102888,5
34949,1412,1
34949,716,2
34949,1107055,3
34949,5307,4
34949,1397,5
26100,1439,1
26100,2016,2
26100,7646,3
26100,334,4
26100,2131,5
15100,342,1
15100,1113800,2
15100,15214,3
15100,1056,4
15100,1114844,5
19588,4759,1
19588,4334,2
19588,13817,3
19588,116,4
19588,1131,5
27031,973,1
27031,4494,2
27031,2054,3
27031,1231,4
27031,6412,5
29625,376,1
29625,14696,2
29625,1142,3
29625,614,4
29625,1101838,5
29626,376,1
29626,14696,2
29626,1142,3
29626,614,4
29626,1101838,5
35303,1231,1
35303,2054,2
35303,370,3
35303,268,4
35303,950,5
35304,191,1
35304,1213,2
35304,15350,3
35304,5288,4
35304,1102743,5
18851,14789,1
18851,14761,2
18851,2494,3
18851,1195,4
18851,1197,5
15335,1104715,1
15335,1439,2
15335,932,3
15335,1114454,4
15335,1106768,5
20267,209,1
20267,207,2
20267,14854,3
20267,1716,4
20267,1349,5
22834,741,1
22834,5226,2
22834,1442,3
22834,2556,4
22834,1716,5
18868,932,1
18868,2523,2
18868,1002,3
18868,4534,4
18868,2522,5
25403,1526,1
25403,1231,2
25403,1188,3
25403,1104113,4
25403,1101054,5
24260,1114,1
24260,1112,2
24260,1346,3
24260,1106,4
24260,1101052,5
20927,295,1
20927,932,2
20927,260,3
20927,5229,4
20927,5464,5
19416,1204,1
19416,1685,2
19416,15156,3
19416,1002,4
19416,5083,5
23124,15274,1
23124,310,2
23124,1526,3
23124,1100036,4
23124,5229,5
23064,2494,1
23064,5307,2
23064,15987,3
23064,1119561,4
23064,950,5
20843,932,1
20843,1104715,2
20843,887,3
20843,1102428,4
20843,15446,5
29666,1113840,1
29666,1113954,2
29666,1381,3
29666,1563,4
29666,1142,5
23650,1100245,1
23650,376,2
23650,1107145,3
23650,4083,4
23650,1703,5
18134,14754,1
18134,830,2
18134,14811,3
18134,4136,4
18134,4090,5
30285,550,1
30285,92,2
30285,5393,3
30285,334,4
30285,1581,5
15412,4495,1
15412,2554,2
15412,1326,3
15412,1104721,4
15412,15214,5
15396,1630,1
15396,932,2
15396,5307,3
15396,579,4
15396,15273,5
18436,1244,1
18436,428,2
18436,16191,3
18436,15599,4
18436,14718,5
18925,4275,1
18925,186,2
18925,365,3
18925,5307,4
18925,1640,5
23238,1232,1
23238,108,2
23238,1736,3
23238,14833,4
23238,15290,5
19418,1202,1
19418,15116,2
19418,932,3
19418,1104724,4
19418,6299,5
29912,1990,1
29912,1100192,2
29912,6431,3
29912,2015,4
29912,561,5
28940,2497,1
28940,5267,2
28940,260,3
28940,1960,4
28940,5508,5
22122,2497,1
22122,5267,2
22122,2104,3
22122,260,4
22122,655,5
25969,3290,1
25969,1104448,2
25969,1563,3
25969,15432,4
25969,1381,5
13144,506,1
13144,1466,2
13144,2054,3
13144,1995,4
13144,474,5
19563,4759,1
19563,4762,2
19563,866,3
19563,4761,4
19563,4760,5
13550,2485,1
13550,5095,2
13550,932,3
13550,14872,4
13550,1103558,5
20589,1100488,1
20589,14829,2
20589,932,3
20589,1972,4
20589,1289,5
11608,1100573,1
11608,873,2
11608,1114831,3
11608,4734,4
11608,2498,5
11629,845,1
11629,83,2
11629,1701,3
11629,366,4
11629,5288,5
16913,5043,1
16913,4524,2
16913,15290,3
16913,1243,4
16913,1701,5
22897,16021,1
22897,5098,2
22897,775,3
22897,477,4
22897,365,5
17273,15000,1
17273,15001,2
17273,1101003,3
17273,1100858,4
17273,1243,5
15856,1716,1
15856,14933,2
15856,1102044,3
15856,1292,4
15856,5095,5
16250,268,1
16250,483,2
16250,4747,3
16250,1104327,4
16250,442,5
14260,15115,1
14260,1701,2
14260,1106693,3
14260,2122,4
14260,887,5
19654,2643,1
19654,370,2
19654,1101057,3
19654,1104651,4
19654,1395,5
15838,6402,1
15838,493,2
15838,5207,3
15838,1331,4
15838,4689,5
17253,536,1
17253,614,2
17253,1496,3
17253,331,4
17253,14789,5
16961,365,1
16961,15290,2
16961,1412,3
16961,1526,4
16961,15647,5
16944,15274,1
16944,1218,2
16944,1442,3
16944,5307,4
16944,15097,5
16943,14826,1
16943,5006,2
16943,15124,3
16943,15935,4
16943,4524,5
16978,932,1
16978,14920,2
16978,942,3
16978,2798,4
16978,1195,5
16979,1720,1
16979,1357,2
16979,14920,3
16979,1100126,4
16979,685,5
16117,4070,1
16117,342,2
16117,579,3
16117,1401,4
16117,15647,5
29901,68,1
29901,15326,2
29901,2955,3
29901,1107151,4
29901,1157,5
18432,1402,1
18432,866,2
18432,785,3
18432,1381,4
18432,6373,5
18429,1498,1
18429,5300,2
18429,16191,3
18429,1100664,4
18429,629,5
20281,1451,1
20281,509,2
20281,15647,3
20281,1401,4
20281,14927,5
14283,1100555,1
14283,5020,2
14283,5087,3
14283,184,4
14283,1792,5
27767,841,1
27767,4741,2
27767,1100546,3
27767,1685,4
27767,1188,5
22832,1104849,1
22832,1945,2
22832,1947,3
22832,741,4
22832,1946,5
22823,15508,1
22823,1948,2
22823,1101355,3
22823,932,4
22823,78,5
28997,717,1
28997,1138,2
28997,1113789,3
28997,1113801,4
28997,15273,5
18157,1118264,1
18157,2651,2
18157,1000059,3
18157,1104192,4
18157,717,5
18125,1138,1
18125,454,2
18125,1114101,3
18125,1113790,4
18125,1113928,5
28959,717,1
28959,1138,2
28959,15273,3
28959,5498,4
28959,6150,5
29372,16270,1
29372,2497,2
29372,717,3
29372,1138,4
29372,3674,5
28979,1110212,1
28979,717,2
28979,6121,3
28979,6150,4
28979,1104192,5
28928,1234,1
28928,717,2
28928,331,3
28928,2494,4
28928,1945,5
18165,1110212,1
18165,6150,2
18165,1110543,3
18165,4207,4
18165,1995,5
35224,6397,1
35224,1243,2
35224,1943,3
35224,1107548,4
35224,15390,5
18046,685,1
18046,1104440,2
18046,3514,3
18046,135,4
18046,16017,5
15437,1103534,1
15437,14709,2
15437,5349,3
15437,15391,4
15437,1581,5
19387,75,1
19387,932,2
19387,260,3
19387,4557,4
19387,1289,5
29860,16191,1
29860,1100664,2
29860,1100234,3
29860,15298,4
29860,15886,5
14938,3674,1
14938,14825,2
14938,1644,3
14938,4531,4
14938,1104440,5
19344,4333,1
19344,1100205,2
19344,3852,3
19344,116,4
19344,2556,5
25399,26,1
25399,668,2
25399,1100694,3
25399,11,4
25399,4778,5
27139,1749,1
27139,1231,2
27139,15,3
27139,2369,4
27139,2054,5
19536,3070,1
19536,15308,2
19536,2402,3
19536,207,4
19536,1102420,5
25629,5095,1
25629,14867,2
25629,2126,3
25629,1102712,4
25629,14751,5
20620,14920,1
20620,4626,2
20620,4615,3
20620,1578,4
20620,1102561,5
11641,15219,1
11641,1103785,2
11641,6390,3
11641,2126,4
11641,342,5
11649,75,1
11649,1202,2
11649,932,3
11649,1002,4
11649,1289,5
17822,14904,1
17822,1102299,2
17822,887,3
17822,1106693,4
17822,1244,5
17211,1397,1
17211,1255,2
17211,1933,3
17211,775,4
17211,1234,5
15037,1104122,1
15037,5335,2
15037,15599,3
15037,1693,4
15037,1706,5
14435,4253,1
14435,1701,2
14435,2786,3
14435,1292,4
14435,5308,5
14449,14829,1
14449,14880,2
14449,522,3
14449,1101003,4
14449,3213,5
34660,15336,1
34660,390,2
34660,1100853,3
34660,5300,4
34660,15793,5
34635,932,1
34635,5298,2
34635,1635,3
34635,331,4
34635,1041,5
16911,342,1
16911,5226,2
16911,3655,3
16911,1946,4
16911,2073,5
21801,1948,1
21801,685,2
21801,204,3
21801,15651,4
21801,741,5
16928,2712,1
16928,772,2
16928,932,3
16928,1644,4
16928,483,5
26526,2663,1
26526,1231,2
26526,15915,3
26526,1727,4
26526,1525,5
21330,15709,1
21330,15407,2
21330,623,3
21330,1060,4
21330,1395,5
21329,835,1
21329,1113840,2
21329,1395,3
21329,15546,4
21329,1491,5
16929,835,1
16929,1113840,2
16929,1058,3
16929,1113836,4
16929,4797,5
34636,15284,1
34636,15237,2
34636,1104151,3
34636,4629,4
34636,775,5
30052,6665,1
30052,92,2
30052,15427,3
30052,94,4
30052,3794,5
14855,928,1
14855,6665,2
14855,1104363,3
14855,92,4
14855,169,5
20476,5300,1
20476,932,2
20476,15116,3
20476,1085,4
20476,2527,5
17050,6254,1
17050,1102113,2
17050,6253,3
17050,1085,4
17050,3339,5
17008,16303,1
17008,15455,2
17008,1504,3
17008,331,4
17008,1442,5
15007,15165,1
15007,16268,2
15007,342,3
15007,6415,4
15007,14899,5
27114,494,1
27114,1712,2
27114,3280,3
27114,1104149,4
27114,2820,5
19419,5221,1
19419,932,2
19419,1002,3
19419,3433,4
19419,1635,5
18391,14754,1
18391,1114842,2
18391,1197,3
18391,3295,4
18391,932,5
25361,5095,1
25361,1716,2
25361,14933,3
25361,1102044,4
25361,1244,5
23556,5703,1
23556,329,2
23556,331,3
23556,5246,4
23556,1877,5
18065,509,1
18065,5349,2
18065,1581,3
18065,5393,4
18065,623,5
18069,1364,1
18069,15319,2
18069,7255,3
18069,509,4
18069,950,5
18071,932,1
18071,1442,2
18071,1289,3
18071,1933,4
18071,14762,5
18097,1113890,1
18097,1100131,2
18097,1101159,3
18097,1138,4
18097,15830,5
18078,16187,1
18078,1950,2
18078,331,3
18078,15790,4
18078,4063,5
20931,2502,1
20931,663,2
20931,1442,3
20931,2556,4
20931,2798,5
20237,14825,1
20237,1100153,2
20237,1118229,3
20237,4752,4
20237,4358,5
42168,5095,1
42168,1118,2
42168,5914,3
42168,1000731,4
42168,1100303,5
35184,5914,1
35184,1118,2
35184,4266,3
35184,4198,4
35184,1104570,5
27111,494,1
27111,493,2
27111,1192,3
27111,16149,4
27111,1213,5
27104,15788,1
27104,4689,2
27104,1100366,3
27104,15902,4
27104,317,5
25470,5095,1
25470,1113929,2
25470,15266,3
25470,1101001,4
25470,775,5
26235,365,1
26235,1516,2
26235,323,3
26235,631,4
26235,1102601,5
25676,2553,1
25676,1770,2
25676,5095,3
25676,15720,4
25676,1108692,5
18191,122,1
18191,656,2
18191,1259,3
18191,2454,4
18191,1114837,5
18351,932,1
18351,5307,2
18351,1100498,3
18351,1195,4
18351,2798,5
18210,459,1
18210,14825,2
18210,5229,3
18210,2555,4
18210,16234,5
15400,1103838,1
15400,16256,2
15400,342,3
15400,15457,4
15400,579,5
18311,1196,1
18311,1391,2
18311,1197,3
18311,1200,4
18311,14762,5
18269,5229,1
18269,932,2
18269,1756,3
18269,1104724,4
18269,5288,5
18215,5522,1
18215,2497,2
18215,6433,3
18215,1447,4
18215,2104,5
16108,1215,1
16108,5223,2
16108,15274,3
16108,1053,4
16108,1033,5
16128,1215,1
16128,15274,2
16128,1942,3
16128,370,4
16128,15275,5
23171,1397,1
23171,1311,2
23171,15935,3
23171,14849,4
23171,14850,5
19609,3924,1
19609,283,2
19609,3925,3
19609,15514,4
19609,1716,5
15111,15697,1
15111,342,2
15111,887,3
15111,13817,4
15111,1104721,5
42439,261,1
42439,1381,2
42439,3324,3
42439,3808,4
42439,14927,5
17140,459,1
17140,5703,2
17140,1138,3
17140,796,4
17140,1100381,5
17105,4519,1
17105,459,2
17105,5307,3
17105,366,4
17105,1701,5
25990,1268,1
25990,15731,2
25990,16002,3
25990,5300,4
25990,15237,5
21908,1950,1
21908,741,2
21908,932,3
21908,5205,4
21908,749,5
13129,503,1
13129,1196,2
13129,1200,3
13129,932,4
13129,504,5
29603,217,1
29603,211,2
29603,1116,3
29603,1106,4
29603,1142,5
26520,5348,1
26520,92,2
26520,5095,3
26520,14862,4
26520,3003,5
15248,372,1
15248,54,2
15248,15284,3
15248,15767,4
15248,14862,5
15247,15311,1
15247,5305,2
15247,5303,3
15247,15995,4
15247,1188,5
29588,15340,1
29588,1107151,2
29588,2971,3
29588,1563,4
29588,5259,5
14494,186,1
14494,2041,2
14494,1701,3
14494,1100942,4
14494,1563,5
14472,14957,1
14472,2041,2
14472,186,3
14472,15279,4
14472,5029,5
15760,7646,1
15760,5385,2
15760,1439,3
15760,5381,4
15760,1103550,5
24290,3043,1
24290,1116,2
24290,1100666,3
24290,16006,4
24290,3034,5
35294,1397,1
35294,1933,2
35294,14880,3
35294,1776,4
35294,15987,5
18878,525,1
18878,1100050,2
18878,4495,3
18878,4137,4
18878,4138,5
27056,494,1
27056,1685,2
27056,1192,3
27056,1213,4
27056,1331,5
24234,1112,1
24234,1114,2
24234,568,3
24234,3003,4
24234,1106,5
23645,1346,1
23645,3770,2
23645,5885,3
23645,15441,4
23645,14799,5
30911,3290,1
30911,15426,2
30911,5884,3
30911,15312,4
30911,1563,5
28555,2054,1
28555,1231,2
28555,2369,3
28555,1244,4
28555,14838,5
23139,310,1
23139,1701,2
23139,4253,3
23139,874,4
23139,14823,5
29834,14933,1
29834,1253,2
29834,16010,3
29834,14838,4
29834,268,5
23155,5300,1
23155,1987,2
23155,1791,3
23155,16002,4
23155,428,5
29836,841,1
29836,2392,2
29836,5083,3
29836,2041,4
29836,2498,5
30328,41,1
30328,4778,2
30328,1131,3
30328,207,4
30328,668,5
14286,6017,1
14286,15273,2
14286,6235,3
14286,1100063,4
14286,15647,5
30903,291,1
30903,1114454,2
30903,2709,3
30903,46,4
30903,1102228,5
15470,1056,1
15470,5307,2
15470,1113892,3
15470,3129,4
15470,360,5
15446,428,1
15446,15918,2
15446,15731,3
15446,14899,4
15446,579,5
23698,14859,1
23698,6665,2
23698,928,3
23698,169,4
23698,14959,5
18177,327,1
18177,15446,2
18177,15097,3
18177,1949,4
18177,1107161,5
15324,3290,1
15324,376,2
15324,14854,3
15324,15312,4
15324,5251,5
29403,1364,1
29403,1442,2
29403,1381,3
29403,41,4
29403,15319,5
19431,1105372,1
19431,14762,2
19431,2821,3
19431,5262,4
19431,1195,5
30350,928,1
30350,14859,2
30350,1107151,3
30350,1104363,4
30350,1157,5
30339,15427,1
30339,167,2
30339,1563,3
30339,303,4
30339,15340,5
30382,1142,1
30382,887,2
30382,1381,3
30382,3290,4
30382,1563,5
21195,1949,1
21195,5223,2
21195,1948,3
21195,973,4
21195,4557,5
17936,741,1
17936,5226,2
17936,1945,3
17936,2798,4
17936,1948,5
21884,1229,1
21884,479,2
21884,1635,3
21884,456,4
21884,28,5
25991,3290,1
25991,887,2
25991,1298,3
25991,14859,4
25991,15374,5
21235,1496,1
21235,1200,2
21235,365,3
21235,5041,4
21235,3155,5
34787,1101003,1
34787,2518,2
34787,775,3
34787,5095,4
34787,1102299,5
15053,342,1
15053,932,2
15053,4138,3
15053,3213,4
15053,814,5
21242,1104467,1
21242,1635,2
21242,15830,3
21242,15792,4
21242,2798,5
21218,987,1
21218,2924,2
21218,3674,3
21218,5512,4
21218,3344,5
26999,1100573,1
26999,2392,2
26999,2498,3
26999,1332,4
26999,1333,5
27879,5043,1
27879,1243,2
27879,15290,3
27879,2357,4
27879,370,5
26598,1749,1
26598,1188,2
26598,15427,3
26598,1102420,4
26598,2383,5
25973,15314,1
25973,26,2
25973,5260,3
25973,15103,4
25973,1100283,5
28486,1116,1
28486,1298,2
28486,2865,3
28486,2021,4
28486,94,5
11675,1106,1
11675,1116,2
11675,92,3
11675,1298,4
11675,1354,5
11676,15437,1
11676,3034,2
11676,1116,3
11676,5022,4
11676,2865,5
11674,3290,1
11674,1298,2
11674,1381,3
11674,1142,4
11674,1563,5
13695,5226,1
13695,1945,2
13695,741,3
13695,122,4
13695,14783,5
13694,932,1
13694,741,2
13694,2798,3
13694,5216,4
13694,1110826,5
26434,1331,1
26434,1104151,2
26434,3280,3
26434,16149,4
26434,1685,5
20515,2545,1
20515,2786,2
20515,14904,3
20515,5095,4
20515,1499,5
16968,359,1
16968,360,2
16968,358,3
16968,1286,4
16968,1635,5
20579,1138,1
20579,932,2
20579,3433,3
20579,2821,4
20579,1105372,5
15314,1231,1
15314,2054,2
15314,5223,3
15314,15915,4
15314,65,5
23269,92,1
23269,6665,2
23269,887,3
23269,1142,4
23269,303,5
15750,1292,1
15750,3626,2
15750,14789,3
15750,1118254,4
15750,1195,5
14863,3674,1
14863,1645,2
14863,1722,3
14863,3113,4
14863,414,5
20551,1261,1
20551,1100095,2
20551,741,3
20551,440,4
20551,749,5
17032,1961,1
17032,1104589,2
17032,14780,3
17032,1104618,4
17032,1942,5
17262,1101340,1
17262,1118254,2
17262,356,3
17262,5364,4
17262,1195,5
14427,3945,1
14427,1243,2
14427,376,3
14427,15589,4
14427,4734,5
29522,92,1
29522,1563,2
29522,1381,3
29522,1157,4
29522,1116,5
20270,329,1
20270,1877,2
20270,3007,3
20270,5703,4
20270,1131,5
23086,14823,1
23086,1516,2
23086,310,3
23086,1292,4
23086,331,5
18825,1630,1
18825,1289,2
18825,16017,3
18825,932,4
18825,1101068,5
18369,331,1
18369,2560,2
18369,1188,3
18369,1114842,4
18369,1113904,5
18450,15712,1
18450,950,2
18450,15215,3
18450,1114838,4
18450,261,5
26257,15452,1
26257,5095,2
26257,333,3
26257,631,4
26257,15319,5
20279,1275,1
20279,1131,2
20279,814,3
20279,1104182,4
20279,4144,5
23137,14880,1
23137,133,2
23137,505,3
23137,506,4
23137,15455,5
20285,450,1
20285,5435,2
20285,15318,3
20285,31,4
20285,2960,5
23129,1987,1
23129,1243,2
23129,2041,3
23129,1791,4
23129,522,5
