query,count,#docs
"""inflação""  e ""contrato"" e ""equilíbrio""",1,1
"""interesse privado"" e denúncia",1,1
reconsideração e inidoneidade,1,1
vantajosidade  e aditivo,1,1
vantajosidade  e contratação,1,8
reconhecimento de firma e reconhecimento de firma licitação,1,2
"""interpretação"" e ""atestado""",1,1
recomposição e contratada,1,6
recompor o fundo municipal,1,2
recomendações  e tribunal de contas da união e cumprimento e flexibilidade,1,1
recomendação e tcu e obrigatoriedade,1,1
"quintos e ""conversão em vpni""",1,3
quintos aposentadoria e vpni aposentadoria quintos,1,14
quem pode o mais pode o menos,1,9
"""o ato que ordenar a citação, a audiência ou oitiva""",1,1
 objeto incompatível com o da licitação,1,4
prorrogação excepcional e imprevisível,1,1
vedação à adesão a ata de registro de preços por órgãos federais,1,4
"""não aplicação em caderneta de poupança"" e ""poupança""",1,1
"""não aplicação"" e multa e impactos",1,1
"""não cabe à comissão de licitação avaliar o conteúdo""",1,1
prorrogação e vencido ou expirado,1,1
prorrogação e vedação,1,5
"""não comprovação da boa e regular aplicação dos recursos""",1,5
"""não configura omissão apta ao provimento de embargos de declaração a ausência""",1,4
prorrogação e serviços e essenciais,1,3
prorrogação e serviços e contínuos,1,61
veiculo e administração,1,35
"""o cumprimento de disposições legais""",1,4
quantitativos e aditivo e unitário,1,12
prorrogação e reequilibrio,1,4
prorrogação e reajustes contratuais,1,1
"""o disposto no caput do art. 41 da lei 8.666/1993, que proíbe a administração de descumprir as normas e o edital, deve ser aplicado mediante a consideração dos princípios basilares que norteiam""",1,1
prorrogação e previsão,1,7
 o tempo de serviço estadual e municipal  anuênios ,1,7
prorrogação e prazo inicial ,1,1
prorrogação e prazo e defesa,1,8
"""o estabelecimento do critério de reajuste de preços, tanto no edital quanto no contrato, não constitui discricionariedade conferida ao gestor, mas sim verdadeira imposição""",1,1
prorrogação e prazo e aditivo,1,11
prorrogação e prazo,1,76
prorrogação e possibilidade,1,13
prorrogação e pesquisa e mercado,1,4
prorrogação e pesquisa,1,10
prorrogação excepcional e §4º,1,2
"prorrogação previsão e art.57, ii",1,1
"prorrogação vigência e art. 57, § 1º ",1,2
prorrogação é mais vantajosa para a administração,1,5
publicação e concorrencia,1,1
publicação e aviso e licitação,1,9
publicação e aviso e jornal,1,2
publicação e acórdão,1,313
publicação  e adjudicação,1,1
prévio e empenho,1,5
"""notas fiscais"" e ""cópias""",1,10
"""notas fiscais"" e reequilibrio",1,1
vedação e participação e elaboração e projeto e licitação,1,3
"""notas fiscais"" e reequilíbrio""",1,1
proventos e aposentadoria compulsória,1,6
provas e documentais e alegações e finais,1,1
"""notoria especialização"" e dispensa",1,1
prova e leniência,1,2
prova e inscrição e cnpj,1,3
prova e indic$,1,48
prova e exclusividade e própria,1,1
prova e de e conceito,1,6
prova e conceito e execu$,1,1
prova e conceito,1,6
prova e colaboração ,1,3
"prova e ""processo administrativo""",1,5
prova de regularidade para com a fazenda municipal,1,1
prova de quitação com o crea habilitação,1,1
prova de inexistência de débitos inadimplidos perante a justiça do trabalho,1,1
prova de conceito e licitantes e (acompanhamento ou participação),1,2
prova  e conceito e qualificação e técnica,1,2
prorrogação e obrigado,1,2
prorrogação e obras,1,19
"""o fato de a empresa não participar da elaboração""",1,1
prorrogação e contrato e emergencial,1,5
"prorrogação e contrato e ""definição de preço""",1,1
prorrogação e contrato administrativo não obras,1,84
"""opas"" e ""imunidade""",1,2
"""operação de crédito"" e ""garantia"" e ""fpm""",1,3
prorrogação e concurso e público e irregularidade,1,1
prorrogação e concessão,1,7
"""oportunidade de negócio"" e ""estatais""",1,1
"""oportunidade de negócio"" e estatal",1,1
prorrogação e atraso e licitação,1,1
prorrogação e ata e registro,1,6
prorrogação e ata de registro de preço,1,6
prorrogação e antecipada,1,3
prorrogação e 12,1,3
"prorrogação e ""antes do término da vigência""",1,3
prorrogação do prazo de obra  e administração local,1,1
prorrogação do contrato e valor,1,13
prorrogação de prazo e justificativa,1,9
verdade material e cautelar,1,2
"""oportunidades de negócio"" e ""estatais""",1,1
"""ordem pública"" e prescrição",1,4
"""organização social"" e licita$",1,10
prorrogação de contrato e valor  ou ,1,13
transferencia fundo a fundo,1,89
"""organização social""e ""licitação""",1,10
prorrogação de contrato e dispensa de licitação e requisitos,1,3
prorrogação contratual e previsão no contrato,1,3
prorrogação contratual e habilitação,1,1
"verdade e busca,",1,5
prorrogação e contrato e emergência ,1,9
prorrogação e modificação ,1,9
"""onus da prova"" e recurso",1,47
prorrogação e manutenção,1,3
prorrogação e informática,1,1
"""o fato de o servidor licenciar-se, sem vencimentos, do cargo público ou emprego que exerça em órgão ou entidade da administração direta ou indireta não o habilita a tomar posse em outro cargo ou emprego público, sem incidir no exercício cumulativo vedado pelo artigo 37 da constituição federal, pois que o instituto da acumulação de cargos se dirige à titularidade de cargos, empregos e funções públicas, e não apenas à percepção de vantagens pecuniárias""",1,1
prorrogação e gerenciamento,1,2
" o construtor tem responsabilidade objetiva no tocante à solidez e à segurança da obra durante o prazo irredutível de cinco anos (art. 618 do código civil) , pelos vícios construtivos de sua exclusiva responsabilidade. (acórdão 2053/2015 tcu-plenário)",1,1
prorrogação e fornecimento,1,11
"""o fiscal de contrato, especialmente designado para o acompanhamento da obra, pode ser responsabilizado quando se omite na adoção de medidas necessárias à manutenção do ritmo de execução normal """,1,1
prorrogação e extinto,1,3
"""o prazo decadencial previsto no art. 54 da lei 9.784/1999 é aplicável ao tcu apenas como meio de autotutela no desempenho de sua função administrativa, não se aplicando ao exercício de sua competência constitucional de controle externo. """,1,3
prorrogação e excepcional e serviços contínuos,1,3
prorrogação e excepcional e serviço e contínuo,1,3
prorrogação e excepcional e prazo,1,8
prorrogação e excepcional e contrato administrativo,1,5
"""objeto""  e ""desconformidade""",1,4
verbal e retroativa ,1,2
"""obra"" e ""projeto básico"" e ""erro grosseiro""",1,1
prorrogação e dispensa emergencial ,1,5
prorrogação e dispensa e emergência e superveniente,1,1
"""obrigatoriedade de licitar"" e serviços sociais autônomos",1,2
"""omissão na prestação de contas"" e ""prefeito sucessor""",1,2
verbas e indenizatorias,1,30
prorrogação e contrato e prazo de vigência,1,17
prorrogação e contrato e licitações,1,43
prorrogação e contrato e licitação,1,43
prorrogação e contrato e feriado,1,1
prorrogação e contrato e extinto,1,3
prorrogação e contrato e excepcional ,1,6
publicação e diário oficial e contrato,1,5
"""nota técnica"" e nota e técnica e pontuação técnica",1,1
publicidade e ato normativo e lei,1,2
qualificação técnica e subsidiária,1,1
qualificação técnica e semelhante,1,9
"""melhor técnica"" e ""licitação""",1,7
qualificação técnica e quitação,1,9
qualificação técnica e pública e privada,1,5
 parcelas de maior relevância  e capacidade técnica  e exigência de quantitativos,1,4
"""melhor técnica"" e licitação",1,7
qualificação técnica e parcelas de maior relevância,1,15
qualificação técnica e parcela de maior relevancia,1,15
qualificação técnica e mínimo,1,57
qualificação técnica e experiência prévia,1,4
qualificação técnica e exigência,1,304
qualificação técnica e estatais,1,5
qualificação técnica e econômico-financeira ,1,11
"""mera petição"" e ""regimento interno""",1,6
qualificação técnica e caráter competitivo,1,33
qualificação técnica e atestado e exigências,1,82
qualificação técnica e art. 30 § 1º,1,42
qualificação técnica e aquisições,1,13
" pagamento à vista  ou parcelado e ""à vista"" e ""alienação""",1,1
"""mesma localidade"" e aproveitamento",1,8
qualificação técnica e alvará ou licença,1,8
qualificação técnica e 50% e mínimo,1,14
" pagamento à vista  ou parcelado e ""à vista""",1,32
locação e imóvel e prazo,1,2
qualificação técnica crea e cau,1,1
qualificação técnica aptidão para o desempenho ,1,1
qualificação técnica  e tempo mínimo e experiência,1,4
qualificação técnica e software,1,8
qualificação técnica e terceirização,1,8
vedação e execução da obra,1,17
qualificação técnica e técnico-operacional,1,77
quantitativos e aditivo,1,44
"""mapas lineares ou outros instrumentos, a estaca e a posição geográfica inicial e final da execução""",1,2
vedação a consorcios,1,17
quantitativo estimado e quantitativo objeto,1,1
quantitativo e registro e preço e alteração,1,1
quantitativo e registro e preço,1,19
quantitativo e mínimo e 50% e qualificação técnica,1,13
quantitativo e mínimo,1,40
quantitativo e contrato,1,84
"""media training"" ""técnica e preço""",1,1
"quantitativo e ""atestado de capacidade técnica""",1,28
 prazo e execução e gestor,1,6
quantitativa e licitação,1,123
 pontos de função e horas,1,1
vedação ao consórcio e justificativa,1,11
quantidade mínimo de licitantes e pregão,1,2
quantidade mínima 50% e ,1,12
quantidade caracteristica e prazo,1,4
quando o convocado não assinar o termo de contrato,1,1
 participantes em pregão e lance,1,1
quando cabível a utilização da modalidade pregão,1,2
qualquer distinção e agentes,1,2
qualitativas e quantitativas,1,20
qualitativa e quantitativa ,1,20
"""meio ambiente"" e fiscalização",1,2
qualificação técnica licitação profissionais e empresa,1,51
qualificação técnica já tenha realizado o objeto,1,5
vedação e eleitoral e obra em andamento,1,1
"""modalidade de licitação"" e ""serviços contínuos""",1,8
"""nota técnica"" e nota e técnica",1,2
qualidade e similar,1,7
"""negociação"" e ""poder-dever""",1,2
"""negociação"" e ""pregão""",1,12
público e assinatura,1,22
"""nexo causal"" e convênio e ""execução financeira""",1,117
publicidade e transparência,1,16
publicidade e serviços de publicidade,1,31
vedação e parente,1,17
"""nexo causal"" e dano e conduta",1,15
publicidade e propaganda subcontratação,1,9
publicidade e propaganda e orçamento,1,2
publicidade e propaganda  e licitação,1,8
"""nexo de causalidade"" e ""nota fiscal"" e identificação e ausência",1,7
"""nomeação e ""falecimento""",1,3
publicidade e processos administrativos,1,11
publicidade e processo licitatório e competitividade,1,1
"""norma geral"" e ""entidades do sistema s""",1,2
publicidade e período eleitoral,1,1
publicidade e nota e fiscal e especializados,1,1
publicidade e lances,1,3
"""nos casos em que o responsável tenha sido citado por omissão no dever de prestar """,1,2
publicidade e fatura,1,1
publicidade e esclarecimento,1,1
publicidade e controle,1,12
publicidade e contrato e aditivo,1,3
"""nota fiscal"" e equilibrio",1,1
"""nota técnica"" e nota",1,2
publicidade e competitividade,1,8
qualidade e obra,1,38
qualidade e vida útil ,1,2
"""montepio civil"" e teto",1,6
qualificacao e tecnica e quadro e funcionarios,1,1
"""movimentação"" e "" servidor""",1,3
"""multa"" e ""ato vinculado"" ou ""ato discricionário""",1,3
qualificação econômico-financeira e capacidade técnica,1,2
qualificação econômica  e registro,1,2
qualificação econômica  e escrituração,1,3
qualificação e técnica e propriedade,1,9
qualificação e técnica e profissional,1,116
qualificação e técnica e operacional,1,90
"""multa"" e ""bis in idem""",1,43
qualificação e técnica e mínimo e profissional,1,9
qualificação e técnica e mínimo,1,57
qualificação e técnica e licitações,1,399
qualificação e técnica e crea,1,22
qualificação e técnica e consórcio ,1,1
"""multas e juros"" e juros",1,2
qualificação e técnica e atestado e concomitante,1,1
"""mão de obra"" e convenção e coletiva",1,11
"""média e alta complexidade""",1,1
qualificação e termo de referencia,1,1
qualificação e relaciona,1,2
vedação e novo documento,1,3
qualificação e profissional e disponibilidade,1,7
qualificação e profissional,1,122
"""na hipótese de vir a ocorrer o decurso de prazo superior a um ano""",1,1
"""natureza continuada"" e ""superfaturamento""",1,1
"""negociação"" e ""orçamento sigiloso""",1,1
qualificaçao economica indices contabeis e patrimonio liquido,1,2
rede e habilitação ,1,7
rede e minima,1,8
redes sociais e rede social,1,3
representação e desistência,1,5
republicação e edital e novo e prazo,1,3
representação e tomada e contas e especia$,1,11
representação e serviços advocatícios,1,2
representação e remuneração,1,12
representação e procede$,1,4
representação e prejudicada,1,4
representação e prazo,1,3
"""empresa pública"" e ""terceirização""",1,3
 serviços e publicidade,1,31
representação e interesse público,1,21
representação e interessado,1,3
representação e fraude,1,1
representação e edital e contrato,1,1
representação e conversão em tce,1,6
"""essencial""  e ""aditivo""",1,1
"""enriquecimento ilícito"" e administração",1,14
representação e artista e prazo,1,1
"""ente federativo"" e ""boa fé""",1,14
representação contraditório e ampla defesa,1,2
representação  e interesse público,1,21
representação  e comissionados,1,8
representantes e denunciantes não são automaticamente interessados ,1,9
representante e terceiro interessado,1,1
representante e razão e interessado,1,24
representante e publicação,1,9
representante e parte ,1,49
"""entre 12/12/1990 e 8/3/1999""",1,1
representante e não e é e parte,1,49
republicação e prazo,1,8
"""empresa estatal"" e ""oportunidade de negócio""",1,1
requisitos adesão a ata de registro de preço ,1,7
requisitos e cargos e estatais,1,2
rescisão e unilateral e contraditório e contrato,1,3
rescisão e unilateral ,1,6
"""empreitada"" e ""preço unitário"" e ""aditivo"" e",1,1
rescisão e indenização ,1,5
"""empresa brasileira de correios e telégrafos""",1,4
rescisão e contratual e inadimplemento,1,6
vale alimentação e taxa negativa,1,4
"""empresa de fachada"" e inidoneidade",1,1
rescisão e contratual e amigavél,1,2
"""empresa de pequeno porte"" e ""desenquadramento""",1,1
rescisão e contrato e contratual e unilateral e administrativo,1,2
rescisão e contrato,1,49
"rescisão e ""rescisão"" e ""unilateral""",1,6
rescisão contratual e inexecução do contrato,1,4
rescisão contratual e após e entrega,1,1
rescisão consensual e contrato administrativo,1,4
rescisão  e projeto,1,1
"""empresa de pequeno porte"" e ""faturamento superior""",1,10
rescisao e amigavel,1,6
"""empresa de pequeno porte"" e ""mês subsequênte""",1,1
requisitos para adesão a ata de registro de preços,1,7
requisitos para a prorrogação contratual art. 57,1,1
requisitos habilitação técnica  e discricionariedade,1,1
"""empresa de pequeno porte"" e ""perda da condição""",1,2
requisitos e vantajosidade e prorrogação e contrato,1,3
requisitos e prorrogação e concessão,1,1
"""empresa de pequeno porte"" e desenquadramento",1,1
"""equilíbrio"" e ""sinapi""",1,4
"""erro grosseiro"" e ""determinação""",1,2
representante e ingresso,1,12
repactuação e convenção coletiva de trabalho,1,4
"""erro grosseiro"" e licitação",1,12
repactuação e contratos administrativos e convenção coletiva,1,4
vale e refeição e taxa e negativa,1,4
repactuação e aditivo,1,8
repactuação e 1 ano,1,1
vale refeição e alimentação,1,20
repactuação contratual e reequilíbrio econômico ,1,1
repactuação  e preclusão,1,6
repactuação  e planilha de custos e formação de preços.,1,2
renúncia e recurso e  licitação,1,1
"""erro grosseiro"" e normal",1,2
renúncia de receita e prazo,1,2
renovação e prorrogação contratual,1,8
renovação e inexigibilidade,1,1
renovação e dispensa,1,2
renovação e contratual,1,8
 seguros contra acidentes pessoais coletivo e ,1,1
remuneração professor e tempo integral,1,4
remuneração e variável,1,15
remuneração e reserva de lei,1,11
"""erro"" e ""planilha orçamentária""",1,2
remuneração e critério e disponibilidade e serviços,1,2
"""erário"" e ""ciência""",1,3
remuneração de dirigente de oscip  e acordão 1669/2013,1,1
"""escopo"" e ""obra"" e ""prorrogação"" e ""prazo""",1,1
remessa e processo e tce,1,1
vale-alimentação e taxa de administração,1,4
repactuação e convenção coletiva ,1,5
repactuação e data base repactuação,1,1
representante e faleci*,1,4
repactuação e insumos,1,7
representante e comercial e exclusivo,1,8
reposição erro administração e escusável,1,2
repercussão geral administração e repercussão geral,1,1
repasses e organizações e sociais,1,2
repasse fundo a fundo competência tcu,1,6
"""erro grosseiro"" e ""inobservância""",1,10
repasse e convênios,1,77
repasse e ausência,1,11
repasse convênio e ,1,77
repartição e tributária,1,2
reparos e corretivos e prediais ,1,2
repactuações de contratos administrativos para a prestação de serviços de natureza contínua,1,2
repactuação e termo,1,7
repactuação e requisitos ,1,4
repactuação e repactuação,1,36
repactuação e reequilíbrio,1,2
repactuação e primeira,1,5
repactuação e previsão contratual,1,3
"""erro grosseiro"" e ""lindb""",1,33
"""erro grosseiro"" e ""parecer jurídico""",1,22
repactuação e preclusão e aditivo e prorrogação,1,5
repactuação e preclusão,1,6
"""erro grosseiro"" e ""parecerista""",1,20
"""erro grosseiro"" e decisão",1,4
repactuação e obrigatório,1,1
"""erro grosseiro"" e débito",1,6
"""erro grosseiro"" e fiscal",1,1
rescisão e unilateral e contraditório e prazo,1,1
rescisão e unilateral e defesa e prévia,1,2
rescisão e unilateral e pelo contratado ,1,1
responsabilização  e secretário municipal,1,1
"""direito privado"" e ""administração pública""",1,28
"""direito subjetivo"" e interessado",1,19
responsabilidade solidaria e responsabilidade solidaria presidente,1,3
responsabilidade sobre a qualidade da obra,1,10
responsabilidade por fraude à licitação e superfaturamento,1,1
responsabilidade objetiva e subjetiva,1,4
responsabilidade fiscal e licitação ,1,6
responsabilidade fiscal e arrecadação,1,2
"""dispensa de licitacao"" e ""concurso publico""",1,8
responsabilidade fiscal do contrato e zymler,1,4
responsabilidade financeira integral municipio e responsabilidade municipio,1,2
união e estável e judicial,1,39
responsabilidade e supervisor,1,3
"""dispensa de licitação"" e ""saúde""",1,3
responsabilidade e solidária,1,171
responsabilidade e secretario da fazenda ,1,1
responsabilidade e recurso e licitação,1,43
"""dispensa de licitação"" e emergência e serviços",1,21
"""dispensa e licitação"" e prorrogação",1,15
"""dispensa""  e ""mesma natureza""",1,5
responsabilidade e pregoeiro,1,12
"""dispensa"" e ""tce""",1,8
"""diárias"" e ""hospedagem""",1,5
responsabilidade e pessoal e privada,1,10
responsabilidade e patrocinador ,1,3
responsabilidade e patrocinador,1,3
responsabilidade e parecerista técnico,1,17
"""direito de preferência"" e imóvel",1,2
responsabilização  e subsidiária  e administração  e terceirização,1,1
responsabilidade e ordenador de despesas,1,44
responsabilização de empresa e superfaturamento,1,6
responsavel tecnico e capacit*,1,3
responsavel tecnico e capac*,1,21
responsavel e tecnico e vinculo,1,25
responsavel e tecnico e servidor,1,1
responsabilização solidária e requisitos,1,2
responsabilização solidária  e fiscal ,1,4
responsabilização pregoeiro e responsabilização pregão,1,2
uniformes e grandes obras,1,1
uniformes e recursos do fundeb,1,1
responsabilização e ônus,1,4
responsabilização e vínculo,1,11
responsabilização e terceiro,1,8
responsabilização e tempo,1,2
responsabilização e responsabilização pregoeiro,1,2
unilateral e alteração,1,7
responsabilização e provisorio,1,2
responsabilização e motivos determinantes,1,1
unitário e proposta,1,52
responsabilização e fiscal de contrato,1,8
responsabilização e ente federado,1,10
responsabilização e dirigente,1,135
"""diligência"" e ""proposta""",1,22
responsabilização e cargo,1,5
responsabilização e autoridade,1,21
"responsabilização e ""caixa economica federal"" ",1,5
responsabilização e  sócios e empresa,1,8
responsabilização do particular e dolo,1,1
"""diárias"" e serviço nacional",1,12
"""do tipo técnica e preço""",1,27
rescisão e unilateral e trabalhistas,1,2
responsabilidade e civil e serviço social,1,3
utilização e veiculo e oficial,1,2
responsabilidade e advogado e parecer,1,7
responsabilidade e administração e encargos trabalhistas,1,3
"responsabilidade e ""gestor do contrato""",1,3
responsabilidade do ordenador de despesas e fiscal do contrato,1,1
responsabilidade direta e prefeito,1,16
responsabilidade de integrante do conselho fiscal e conselho fiscal,1,3
responsabilidade da empresa e gestor do estado,1,2
"""empenho"" e ""liquidação"" e ""pagamento""",1,1
vale alimentação e rede credenciada e momento,1,3
"""empreitada por preço global"" e acréscimo",1,3
responsabilidade  e gestor e entidade e privada,1,93
responsabilidade  e entidade  e privada,1,151
responsabil$ e objetiva,1,123
respond$ e solida$ e jurídica$ e física$,1,1
resp$ e prefeito e convênio,1,108
resolução e força de lei,1,1
"""empreitada"" e ""global"" e ""aditivo""",1,4
resolução 344/2022 e marco interruptivo e prescrição intercorrente,1,1
resolução 344/2022 e marco interruptivo,1,3
"""empreitada"" e ""preço unitário""",1,15
"""empreitada"" e ""preço unitário"" ",1,15
reserva e remunerada e acumulação e cargo,1,3
reserva e recursos,1,1
reserva e cota,1,1
rescisão unilateral e contraditório e contrato administrativo,1,3
rescisão unilateral e contraditório,1,3
uso e imóvel,1,17
responsabilidade e conselheiro,1,7
união estável e justificação,1,6
responsabilidade e consorciada e penalidade,1,1
urgencia e emergencia contratação direta,1,3
"""documento novo"" e licitação",1,6
"""duas atas"" e registro e preços",1,1
responsabilidade e município e devolução,1,15
"""débito"" e ""não é sanção""  ",1,45
"""e-cnpj""",1,2
responsabilidade e licitação,1,455
responsabilidade e imprudência,1,3
responsabilidade e homologação,1,40
responsabilidade e governador,1,6
"""efeito suspensivo"" e prejuízo",1,7
responsabilidade e fiscalização e terceiro e obra,1,6
"""efeito suspensivo"" e recurso",1,86
 sobrepreço e artistas,1,1
responsabilidade e falha no projeto,1,21
responsabilidade e expertise,1,1
responsabilidade e erro e grosseiro e caracteriza,1,9
responsabilidade e dol$ e culp$ e subjetiva,1,15
"""eficiência"" e ""economicidade""",1,28
responsabilidade e dol$ e culp$ ,1,81
responsabilidade e dol$ e culp$,1,81
responsabilidade e dirigente e partidário e tesoureiro ,1,1
responsabilidade e dirigente,1,798
responsabilidade e despesa e conhecimento,1,2
"""embora não dispondo de capacidade para a execução, fornecimento ou aquisição da totalidade do objeto, possam fazê-lo com relação a itens""",1,1
responsabilidade e culp$ e dol$ e subjetiva,1,15
 sinapi e maior e desconto,1,2
"""esgotada a via administrativa""",1,1
remanescente e contrato,1,19
redistribuição e reciprocidade,1,10
reforma  e manutencao,1,5
"""garantia de execução contratual"" e valor",1,23
reforma e previdenciária,1,6
"""garantias"" e ""patrimônio liquido""",1,19
reforma e posto,1,2
reforma e pensão,1,93
valor e irrisório,1,8
reforma e equipamento,1,1
reforma e ampliação,1,3
reforma e aditivo e limite,1,1
reforma e aditivo,1,2
reforma agraria e incra,1,4
reforma administração local e reforma e administração local,1,2
reforma administração local e reforma,1,2
"""gestor"" e ""assistência social""",1,8
remanescente de obra serviço  e dispensa licitação,1,6
reequilíbrio notas fiscais e,1,1
valor e modalidade e prorrogações,1,8
"""grupo econômico"" e ""grupo econômico"" de fato",1,2
reequilíbrio econômico-financeiro e salário,1,2
reequilíbrio econômico-financeiro e retroativo,1,1
reequilíbrio econômico-financeiro e reequilíbrio insuficientes,1,2
reequilíbrio econômico-financeiro e reajuste,1,7
reequilíbrio econômico-financeiro e pequena e variação,1,13
reequilíbrio econômico-financeiro e obrigação,1,4
valor e multa e licitação,1,2
reequilíbrio econômico-financeiro e obras e reequilíbrio econômico financeiro e reequilíbrio,1,4
reequilíbrio econômico-financeiro e obras e reequilíbrio econômico financeiro,1,4
reequilíbrio econômico-financeiro e obras,1,4
reforma e registro e preços,1,1
"reformatio e ""pessoal""",1,1
"""fundo municipal de saude"" e gestão",1,8
regime de empreitada por preço unitário e forma de pagamento,1,1
registro de preços e aquisição e lotes e itens,1,11
registro de preços e adesão e justificativa,1,5
"""fundação de apoio"" e ""princípios da administração pública""",1,1
"""fundação de apoio"" e ict",1,2
"registro de preços e ""contratação única""",1,1
registro de preços  e dispensa de licitação,1,3
registro de preço e validade,1,4
registro de preço e serviços ,1,26
"""fundações de apoio"" e fundação de apoio",1,84
registro de preço e manutenção,1,3
registro de preço e maior desconto ,1,1
registro de preço e dotação,1,2
registro de preço e contrato,1,17
registro de preço e alimento,1,1
registro de preço e adesão e sistema s,1,3
"registro de preço e ""serviços de engenharia""",1,9
valor e global e alterado e erro,1,1
valor e global e contrato e acréscimo,1,1
registro de preço  e equipamento,1,1
registro conselho e ,1,29
"""fundo a fundo"" e assistência",1,5
registrado e contraditório,1,1
regime jurídico e concessão e vantagem,1,2
regime global e empreitada global,1,18
regime e tarefa,1,1
regime de tempo integral e a relação com outras atividades,1,1
regime de execução e serviços,1,24
"""habilitação técnica"" ""atestado"" e ""tempo""",1,7
reequilíbrio econômico-financeiro e mercado,1,8
reequilíbrio econômico-financeiro e limite,1,2
reequilíbrio e câmbio,1,3
reequilíbrio e contratual e nova e licitação,1,1
"""idoneidade"" e ""licitação""",1,1
reequilíbrio e concessão,1,14
reequilíbrio e alteração ,1,9
reequilíbrio contratual  e prorrogação,1,1
reequilíbrio contratual  e aprovação,1,1
reequilíbrio  e retroativo,1,1
reequilíbrio  e notas fiscais,1,1
reequilíbrio  e fato do príncipe  e contrato administrativo,1,2
"""impedimento de contratar com a administração""",1,10
reequilibrio não concessão e reequilibrio salario,1,2
"""impedimento de contratar com a administração""  e efeitos",1,6
reequilibrio e tempo,1,1
valor global e justificativa,1,1
reequilibrio e projeto básico ,1,1
reequilibrio e precl$,1,2
reequilibrio e planilha,1,3
reequilibrio e futuro ,1,1
"""impedimento de licitar""  e abrangência",1,3
reequilibrio e economico e financeiro e pequeno e aumento e custo,1,2
"""impedimento"" e ""nulidade""",1,3
reequilibrio e contrato e salarial,1,2
reequilibrio e contratação emergencial,1,1
reequilibrio e aliquota,1,1
reequilibrio a qualquer tempo,1,1
"""imprensa oficial"" e dispensa e licitação",1,2
reduzir a idade mínima,1,1
reequilíbrio e convenção coletiva,1,1
reequilíbrio e econômico e financeiro,1,49
reequilíbrio econômico-financeiro e licitação,1,8
"""hora"" e ""trabalhada""",1,9
reequilíbrio econômico-financeiro e exterior,1,2
reequilíbrio econômico-financeiro e estatal não dependente,1,1
reequilíbrio econômico-financeiro e estatal ,1,1
reequilíbrio econômico-financeiro e entrega,1,3
reequilíbrio econômico-financeiro e contrato de obras,1,4
reequilíbrio econômico-financeiro e atraso,1,1
reequilíbrio econômico-financeiro e art. 42,1,1
reequilíbrio econômico-financeiro e aditivo,1,6
"""higienização hospitalar"" e ""unidade de saúde""",1,1
"""homologação e adjudicação""",1,1
reequilíbrio econômico e financeiro,1,49
reequilíbrio econômico  e imposto,1,1
reequilíbrio econômico  e aliquota,1,1
 regularidade e estadual,1,7
reequilíbrio economico-financeiro e gestor,1,6
valor estimado e valor de mercado,1,4
reequilíbrio e requisito,1,11
reequilíbrio e reajuste,1,7
reequilíbrio e preços inexequíveis,1,1
reequilíbrio e preço e proposta e variação,1,2
reequilíbrio e planilha e reequilíbrio,1,3
reequilíbrio e obras,1,4
"""hora extra"" e santa",1,1
reequilíbrio e limites,1,2
"""hora extra"" e teto",1,1
reequilíbrio e efeitos retroativos,1,1
reequilíbrio e edital ,1,2
registro de preços e bens,1,12
"""fraude"" e ""licitação""",1,178
registro de preços e caronas,1,17
regularidade fiscal e dispensa de licitação,1,12
validade e concurso e intransponível,1,4
regularidade e licitação e convênio,1,1
regularidade e imóvel,1,3
regularidade e fiscal e inabilitação,1,2
regularidade e fiscal e dispensa ,1,12
"""exame de admissibilidade"" e preclusão",1,17
"regularidade e fiscal e concessionária e ""serviço público""",1,2
regularidade e fiscal e art. 29,1,12
regularidade e fiscal,1,85
regularidade e contratada e empresa pública,1,10
regularidade  e fiscal e 193,1,1
 retenção do pagamento e licitação,1,1
"""exigência de capital mínimo deve observar o valor estimado de cada item e não o valor global a ser contratado""",1,1
regular com ressalvas e contas de gestão,1,4
regular com ressalva e arquivamento,1,1
regulamento interno de licitações e contratos,1,2
regulamento de licitações e contratações,1,10
regulamento de licitação e contratos da petrobras,1,1
registro tácito e má-fé,1,1
"registro ou inscrição na entidade profissional competente, quando for o caso",1,1
registro ou inscrição na entidade profissional competente e qualificação técnica e registro ou inscrição na entidade profissional competente,1,7
registro ou inscrição na entidade profissional competente e qualificação técnica,1,7
registro no crea e registro de empresa no crea,1,6
registro e revisão e ofício ,1,58
registro e reconhecimento,1,8
 retenção administrativa contrato  e retenção serviço já executado,1,1
validade e proposta e preços,1,3
regularidade fiscal  e municipal,1,2
regularidade fiscal e inexigibilidade,1,9
"""fase externa"" e contraditório",1,20
regularidade fiscal e microempresa,1,2
remanescente de obra e preço unitário,1,4
vale-transporte e licitação,1,2
relevância técnica e valor significativo,1,22
relevante e qualificação,1,8
validade do ato com a publicação,1,2
"""estatais"" e ""crédito"" e ""instituições financeiras""",1,6
relevante e intercorrente,1,2
relações e exteriores e licitação e exterior,1,4
"""estatal"" e ""atividade fim""",1,11
relação e compromissos,1,5
"""estimativa de preços"" e critérios",1,1
relatório e obrigatoriedade,1,3
validade e citação e pessoal,1,9
relatório e inspeção e presunção,1,2
relator e recurso,1,16
rejeição e intenção e recurso,1,4
reitera$ e determinação ,1,3
reincidência e multa,1,2
regulação e discricionariedade,1,1
"""estimativa"" e ""quantidade""",1,19
regularização fundiária e multa,1,1
