ID,TEXT,SOURCE,1,2,3,4,5,6,7,8,9,10
89,extensão sanção de impedimento de licitar e contratar,expression from LLM question,extensão sanção de impedimento de licitar e contratar - Suspensão temporária,"extensão sanção de impedimento de licitar e contratar - Suspensão temporária, Licitação","extensão sanção de impedimento de licitar e contratar - Suspensão temporária, Licitação, Sanção administrativa","extensão sanção de impedimento de licitar e contratar - Suspensão temporária, Licitação, Sanção administrativa, Inexigibilidade de licitação","extensão sanção de impedimento de licitar e contratar - Suspensão temporária, Licitação, Sanção administrativa, Inexigibilidade de licitação, Extensão universitária","extensão sanção de impedimento de licitar e contratar - Suspensão temporária, Licitação, Sanção administrativa, Inexigibilidade de licitação, Extensão universitária, Inidoneidade","extensão sanção de impedimento de licitar e contratar - Suspensão temporária, Licitação, Sanção administrativa, Inexigibilidade de licitação, Extensão universitária, Inidoneidade, Negociar","extensão sanção de impedimento de licitar e contratar - Suspensão temporária, Licitação, Sanção administrativa, Inexigibilidade de licitação, Extensão universitária, Inidoneidade, Negociar, Processo administrativo de responsabilização","extensão sanção de impedimento de licitar e contratar - Suspensão temporária, Licitação, Sanção administrativa, Inexigibilidade de licitação, Extensão universitária, Inidoneidade, Negociar, Processo administrativo de responsabilização","extensão sanção de impedimento de licitar e contratar - Suspensão temporária, Licitação, Sanção administrativa, Inexigibilidade de licitação, Extensão universitária, Inidoneidade, Negociar, Processo administrativo de responsabilização"
90,habilitação técnico-operacional obras e serviços de engenharia,expression from LLM question,habilitação técnico-operacional obras e serviços de engenharia - Capacidade técnico-operacional,"habilitação técnico-operacional obras e serviços de engenharia - Capacidade técnico-operacional, Qualificação técnica","habilitação técnico-operacional obras e serviços de engenharia - Capacidade técnico-operacional, Qualificação técnica, Obra pública","habilitação técnico-operacional obras e serviços de engenharia - Capacidade técnico-operacional, Qualificação técnica, Obra pública, Projeto de engenharia","habilitação técnico-operacional obras e serviços de engenharia - Capacidade técnico-operacional, Qualificação técnica, Obra pública, Projeto de engenharia, Capacitação tecnológica","habilitação técnico-operacional obras e serviços de engenharia - Capacidade técnico-operacional, Qualificação técnica, Obra pública, Projeto de engenharia, Capacitação tecnológica, Execução de obras e serviços","habilitação técnico-operacional obras e serviços de engenharia - Capacidade técnico-operacional, Qualificação técnica, Obra pública, Projeto de engenharia, Capacitação tecnológica, Execução de obras e serviços, Responsável técnico","habilitação técnico-operacional obras e serviços de engenharia - Capacidade técnico-operacional, Qualificação técnica, Obra pública, Projeto de engenharia, Capacitação tecnológica, Execução de obras e serviços, Responsável técnico, Serviços especiais de engenharia","habilitação técnico-operacional obras e serviços de engenharia - Capacidade técnico-operacional, Qualificação técnica, Obra pública, Projeto de engenharia, Capacitação tecnológica, Execução de obras e serviços, Responsável técnico, Serviços especiais de engenharia","habilitação técnico-operacional obras e serviços de engenharia - Capacidade técnico-operacional, Qualificação técnica, Obra pública, Projeto de engenharia, Capacitação tecnológica, Execução de obras e serviços, Responsável técnico, Serviços especiais de engenharia"
91,controle adesão,expression from LLM question,controle adesão - Convalidação,"controle adesão - Convalidação, Condicionamento","controle adesão - Convalidação, Condicionamento, Integralização","controle adesão - Convalidação, Condicionamento, Integralização, Habitualidade","controle adesão - Convalidação, Condicionamento, Integralização, Habitualidade, Conformidade","controle adesão - Convalidação, Condicionamento, Integralização, Habitualidade, Conformidade, Controle de acesso","controle adesão - Convalidação, Condicionamento, Integralização, Habitualidade, Conformidade, Controle de acesso, Ação de controle","controle adesão - Convalidação, Condicionamento, Integralização, Habitualidade, Conformidade, Controle de acesso, Ação de controle, Órgão de controle","controle adesão - Convalidação, Condicionamento, Integralização, Habitualidade, Conformidade, Controle de acesso, Ação de controle, Órgão de controle","controle adesão - Convalidação, Condicionamento, Integralização, Habitualidade, Conformidade, Controle de acesso, Ação de controle, Órgão de controle"
92,alvará de funcionamento habilitação jurídica,expression from LLM question,alvará de funcionamento habilitação jurídica - Legalização de empresa,"alvará de funcionamento habilitação jurídica - Legalização de empresa, Habilitação de licitante","alvará de funcionamento habilitação jurídica - Legalização de empresa, Habilitação de licitante, Licença de Operação","alvará de funcionamento habilitação jurídica - Legalização de empresa, Habilitação de licitante, Licença de Operação, Licença sanitária","alvará de funcionamento habilitação jurídica - Legalização de empresa, Habilitação de licitante, Licença de Operação, Licença sanitária, Pessoa jurídica","alvará de funcionamento habilitação jurídica - Legalização de empresa, Habilitação de licitante, Licença de Operação, Licença sanitária, Pessoa jurídica, Alvará de construção","alvará de funcionamento habilitação jurídica - Legalização de empresa, Habilitação de licitante, Licença de Operação, Licença sanitária, Pessoa jurídica, Alvará de construção","alvará de funcionamento habilitação jurídica - Legalização de empresa, Habilitação de licitante, Licença de Operação, Licença sanitária, Pessoa jurídica, Alvará de construção","alvará de funcionamento habilitação jurídica - Legalização de empresa, Habilitação de licitante, Licença de Operação, Licença sanitária, Pessoa jurídica, Alvará de construção","alvará de funcionamento habilitação jurídica - Legalização de empresa, Habilitação de licitante, Licença de Operação, Licença sanitária, Pessoa jurídica, Alvará de construção"
93,acumulação de cargo secretário municipal professor,expression from LLM question,acumulação de cargo secretário municipal professor - Acumulação de cargo público,"acumulação de cargo secretário municipal professor - Acumulação de cargo público, Acumulação de função pública","acumulação de cargo secretário municipal professor - Acumulação de cargo público, Acumulação de função pública, Cargo público","acumulação de cargo secretário municipal professor - Acumulação de cargo público, Acumulação de função pública, Cargo público, Acumulação remunerada","acumulação de cargo secretário municipal professor - Acumulação de cargo público, Acumulação de função pública, Cargo público, Acumulação remunerada, Acumulação ilícita","acumulação de cargo secretário municipal professor - Acumulação de cargo público, Acumulação de função pública, Cargo público, Acumulação remunerada, Acumulação ilícita, Corpo docente","acumulação de cargo secretário municipal professor - Acumulação de cargo público, Acumulação de função pública, Cargo público, Acumulação remunerada, Acumulação ilícita, Corpo docente, Instrutor","acumulação de cargo secretário municipal professor - Acumulação de cargo público, Acumulação de função pública, Cargo público, Acumulação remunerada, Acumulação ilícita, Corpo docente, Instrutor","acumulação de cargo secretário municipal professor - Acumulação de cargo público, Acumulação de função pública, Cargo público, Acumulação remunerada, Acumulação ilícita, Corpo docente, Instrutor","acumulação de cargo secretário municipal professor - Acumulação de cargo público, Acumulação de função pública, Cargo público, Acumulação remunerada, Acumulação ilícita, Corpo docente, Instrutor"
94,prescrição da pretensão punitiva julgamento das contas,expression from LLM question,prescrição da pretensão punitiva julgamento das contas - Julgamento de contas,"prescrição da pretensão punitiva julgamento das contas - Julgamento de contas, Contas ordinárias","prescrição da pretensão punitiva julgamento das contas - Julgamento de contas, Contas ordinárias, Contas irregulares","prescrição da pretensão punitiva julgamento das contas - Julgamento de contas, Contas ordinárias, Contas irregulares, Sanção penal","prescrição da pretensão punitiva julgamento das contas - Julgamento de contas, Contas ordinárias, Contas irregulares, Sanção penal, Contas iliquidáveis","prescrição da pretensão punitiva julgamento das contas - Julgamento de contas, Contas ordinárias, Contas irregulares, Sanção penal, Contas iliquidáveis, Contas regulares","prescrição da pretensão punitiva julgamento das contas - Julgamento de contas, Contas ordinárias, Contas irregulares, Sanção penal, Contas iliquidáveis, Contas regulares, Contas regulares com ressalva","prescrição da pretensão punitiva julgamento das contas - Julgamento de contas, Contas ordinárias, Contas irregulares, Sanção penal, Contas iliquidáveis, Contas regulares, Contas regulares com ressalva","prescrição da pretensão punitiva julgamento das contas - Julgamento de contas, Contas ordinárias, Contas irregulares, Sanção penal, Contas iliquidáveis, Contas regulares, Contas regulares com ressalva","prescrição da pretensão punitiva julgamento das contas - Julgamento de contas, Contas ordinárias, Contas irregulares, Sanção penal, Contas iliquidáveis, Contas regulares, Contas regulares com ressalva"
95,Banco de Preços em Saúde referência medicamentos,expression from LLM question,Banco de Preços em Saúde referência medicamentos - Medicamento de referência,"Banco de Preços em Saúde referência medicamentos - Medicamento de referência, Medicamento","Banco de Preços em Saúde referência medicamentos - Medicamento de referência, Medicamento, SUS","Banco de Preços em Saúde referência medicamentos - Medicamento de referência, Medicamento, SUS, Relação nacional de medicamentos essenciais","Banco de Preços em Saúde referência medicamentos - Medicamento de referência, Medicamento, SUS, Relação nacional de medicamentos essenciais, Relação municipal de medicamentos","Banco de Preços em Saúde referência medicamentos - Medicamento de referência, Medicamento, SUS, Relação nacional de medicamentos essenciais, Relação municipal de medicamentos, Medicamento genérico","Banco de Preços em Saúde referência medicamentos - Medicamento de referência, Medicamento, SUS, Relação nacional de medicamentos essenciais, Relação municipal de medicamentos, Medicamento genérico, Medicamento excepcional","Banco de Preços em Saúde referência medicamentos - Medicamento de referência, Medicamento, SUS, Relação nacional de medicamentos essenciais, Relação municipal de medicamentos, Medicamento genérico, Medicamento excepcional, Medicamento essencial","Banco de Preços em Saúde referência medicamentos - Medicamento de referência, Medicamento, SUS, Relação nacional de medicamentos essenciais, Relação municipal de medicamentos, Medicamento genérico, Medicamento excepcional, Medicamento essencial, Bloco de financiamento","Banco de Preços em Saúde referência medicamentos - Medicamento de referência, Medicamento, SUS, Relação nacional de medicamentos essenciais, Relação municipal de medicamentos, Medicamento genérico, Medicamento excepcional, Medicamento essencial, Bloco de financiamento"
96,alteração contratual serviços já previstos no edital ,expression from LLM question,alteração contratual serviços já previstos no edital  - Aditivo,"alteração contratual serviços já previstos no edital  - Aditivo, Edital de licitação","alteração contratual serviços já previstos no edital  - Aditivo, Edital de licitação, Edital de concurso público","alteração contratual serviços já previstos no edital  - Aditivo, Edital de licitação, Edital de concurso público, Alteração por acordo","alteração contratual serviços já previstos no edital  - Aditivo, Edital de licitação, Edital de concurso público, Alteração por acordo, Alteração unilateral","alteração contratual serviços já previstos no edital  - Aditivo, Edital de licitação, Edital de concurso público, Alteração por acordo, Alteração unilateral, Contrato","alteração contratual serviços já previstos no edital  - Aditivo, Edital de licitação, Edital de concurso público, Alteração por acordo, Alteração unilateral, Contrato, Termo aditivo","alteração contratual serviços já previstos no edital  - Aditivo, Edital de licitação, Edital de concurso público, Alteração por acordo, Alteração unilateral, Contrato, Termo aditivo","alteração contratual serviços já previstos no edital  - Aditivo, Edital de licitação, Edital de concurso público, Alteração por acordo, Alteração unilateral, Contrato, Termo aditivo","alteração contratual serviços já previstos no edital  - Aditivo, Edital de licitação, Edital de concurso público, Alteração por acordo, Alteração unilateral, Contrato, Termo aditivo"
97,licitação princípio da legalidade estrita afastado,expression from LLM question,licitação princípio da legalidade estrita afastado - Afastamento de responsável,"licitação princípio da legalidade estrita afastado - Afastamento de responsável, Princípio da publicidade","licitação princípio da legalidade estrita afastado - Afastamento de responsável, Princípio da publicidade, Edital de licitação","licitação princípio da legalidade estrita afastado - Afastamento de responsável, Princípio da publicidade, Edital de licitação, Ilegalidade","licitação princípio da legalidade estrita afastado - Afastamento de responsável, Princípio da publicidade, Edital de licitação, Ilegalidade, Objeto da licitação","licitação princípio da legalidade estrita afastado - Afastamento de responsável, Princípio da publicidade, Edital de licitação, Ilegalidade, Objeto da licitação, Proposta","licitação princípio da legalidade estrita afastado - Afastamento de responsável, Princípio da publicidade, Edital de licitação, Ilegalidade, Objeto da licitação, Proposta, Princípio da motivação","licitação princípio da legalidade estrita afastado - Afastamento de responsável, Princípio da publicidade, Edital de licitação, Ilegalidade, Objeto da licitação, Proposta, Princípio da motivação","licitação princípio da legalidade estrita afastado - Afastamento de responsável, Princípio da publicidade, Edital de licitação, Ilegalidade, Objeto da licitação, Proposta, Princípio da motivação","licitação princípio da legalidade estrita afastado - Afastamento de responsável, Princípio da publicidade, Edital de licitação, Ilegalidade, Objeto da licitação, Proposta, Princípio da motivação"
98,renovação de contrato serviços de natureza continuada pesquisa de preços,expression from LLM question,renovação de contrato serviços de natureza continuada pesquisa de preços - Serviços contínuos,"renovação de contrato serviços de natureza continuada pesquisa de preços - Serviços contínuos, Pesquisa de preço","renovação de contrato serviços de natureza continuada pesquisa de preços - Serviços contínuos, Pesquisa de preço, Serviços não contínuos","renovação de contrato serviços de natureza continuada pesquisa de preços - Serviços contínuos, Pesquisa de preço, Serviços não contínuos, Prorrogação de contrato","renovação de contrato serviços de natureza continuada pesquisa de preços - Serviços contínuos, Pesquisa de preço, Serviços não contínuos, Prorrogação de contrato, Estimativa de preço","renovação de contrato serviços de natureza continuada pesquisa de preços - Serviços contínuos, Pesquisa de preço, Serviços não contínuos, Prorrogação de contrato, Estimativa de preço, Continuidade de negócio","renovação de contrato serviços de natureza continuada pesquisa de preços - Serviços contínuos, Pesquisa de preço, Serviços não contínuos, Prorrogação de contrato, Estimativa de preço, Continuidade de negócio, Contrato administrativo","renovação de contrato serviços de natureza continuada pesquisa de preços - Serviços contínuos, Pesquisa de preço, Serviços não contínuos, Prorrogação de contrato, Estimativa de preço, Continuidade de negócio, Contrato administrativo","renovação de contrato serviços de natureza continuada pesquisa de preços - Serviços contínuos, Pesquisa de preço, Serviços não contínuos, Prorrogação de contrato, Estimativa de preço, Continuidade de negócio, Contrato administrativo","renovação de contrato serviços de natureza continuada pesquisa de preços - Serviços contínuos, Pesquisa de preço, Serviços não contínuos, Prorrogação de contrato, Estimativa de preço, Continuidade de negócio, Contrato administrativo"
99,contratações de software cartas de exclusividade,expression from LLM question,contratações de software cartas de exclusividade - Inexigibilidade de licitação,"contratações de software cartas de exclusividade - Inexigibilidade de licitação, Bens e serviços de informática","contratações de software cartas de exclusividade - Inexigibilidade de licitação, Bens e serviços de informática, Software proprietário","contratações de software cartas de exclusividade - Inexigibilidade de licitação, Bens e serviços de informática, Software proprietário, Fornecedor exclusivo","contratações de software cartas de exclusividade - Inexigibilidade de licitação, Bens e serviços de informática, Software proprietário, Fornecedor exclusivo, Desenvolvimento de sistemas","contratações de software cartas de exclusividade - Inexigibilidade de licitação, Bens e serviços de informática, Software proprietário, Fornecedor exclusivo, Desenvolvimento de sistemas, Software livre","contratações de software cartas de exclusividade - Inexigibilidade de licitação, Bens e serviços de informática, Software proprietário, Fornecedor exclusivo, Desenvolvimento de sistemas, Software livre, Licitação","contratações de software cartas de exclusividade - Inexigibilidade de licitação, Bens e serviços de informática, Software proprietário, Fornecedor exclusivo, Desenvolvimento de sistemas, Software livre, Licitação, Engenharia de software","contratações de software cartas de exclusividade - Inexigibilidade de licitação, Bens e serviços de informática, Software proprietário, Fornecedor exclusivo, Desenvolvimento de sistemas, Software livre, Licitação, Engenharia de software","contratações de software cartas de exclusividade - Inexigibilidade de licitação, Bens e serviços de informática, Software proprietário, Fornecedor exclusivo, Desenvolvimento de sistemas, Software livre, Licitação, Engenharia de software"
100,assistência médica a servidores,expression from LLM question,assistência médica a servidores - Assistência à saúde,"assistência médica a servidores - Assistência à saúde, Assistência hospitalar","assistência médica a servidores - Assistência à saúde, Assistência hospitalar, Profissional da área de saúde","assistência médica a servidores - Assistência à saúde, Assistência hospitalar, Profissional da área de saúde, Saúde do trabalhador","assistência médica a servidores - Assistência à saúde, Assistência hospitalar, Profissional da área de saúde, Saúde do trabalhador, Médico","assistência médica a servidores - Assistência à saúde, Assistência hospitalar, Profissional da área de saúde, Saúde do trabalhador, Médico, Auxílio-saúde","assistência médica a servidores - Assistência à saúde, Assistência hospitalar, Profissional da área de saúde, Saúde do trabalhador, Médico, Auxílio-saúde, Junta médica","assistência médica a servidores - Assistência à saúde, Assistência hospitalar, Profissional da área de saúde, Saúde do trabalhador, Médico, Auxílio-saúde, Junta médica, Assistência ambulatorial","assistência médica a servidores - Assistência à saúde, Assistência hospitalar, Profissional da área de saúde, Saúde do trabalhador, Médico, Auxílio-saúde, Junta médica, Assistência ambulatorial, Assistência farmacêutica","assistência médica a servidores - Assistência à saúde, Assistência hospitalar, Profissional da área de saúde, Saúde do trabalhador, Médico, Auxílio-saúde, Junta médica, Assistência ambulatorial, Assistência farmacêutica"
101,Qual é a modalidade de licitação adequada para a concessão remunerada de uso de bens públicos?,LLM,Qual é a modalidade de licitação adequada para a concessão remunerada de uso de bens públicos? - Concessão de direito real de uso,"Qual é a modalidade de licitação adequada para a concessão remunerada de uso de bens públicos? - Concessão de direito real de uso, Bens públicos","Qual é a modalidade de licitação adequada para a concessão remunerada de uso de bens públicos? - Concessão de direito real de uso, Bens públicos, Concessão sobre domínio público","Qual é a modalidade de licitação adequada para a concessão remunerada de uso de bens públicos? - Concessão de direito real de uso, Bens públicos, Concessão sobre domínio público, Permissão de uso","Qual é a modalidade de licitação adequada para a concessão remunerada de uso de bens públicos? - Concessão de direito real de uso, Bens públicos, Concessão sobre domínio público, Permissão de uso, Autorização de uso","Qual é a modalidade de licitação adequada para a concessão remunerada de uso de bens públicos? - Concessão de direito real de uso, Bens públicos, Concessão sobre domínio público, Permissão de uso, Autorização de uso, Desestatização","Qual é a modalidade de licitação adequada para a concessão remunerada de uso de bens públicos? - Concessão de direito real de uso, Bens públicos, Concessão sobre domínio público, Permissão de uso, Autorização de uso, Desestatização, Concessionária","Qual é a modalidade de licitação adequada para a concessão remunerada de uso de bens públicos? - Concessão de direito real de uso, Bens públicos, Concessão sobre domínio público, Permissão de uso, Autorização de uso, Desestatização, Concessionária","Qual é a modalidade de licitação adequada para a concessão remunerada de uso de bens públicos? - Concessão de direito real de uso, Bens públicos, Concessão sobre domínio público, Permissão de uso, Autorização de uso, Desestatização, Concessionária","Qual é a modalidade de licitação adequada para a concessão remunerada de uso de bens públicos? - Concessão de direito real de uso, Bens públicos, Concessão sobre domínio público, Permissão de uso, Autorização de uso, Desestatização, Concessionária"
102,A citação é considerada válida após o falecimento do responsável se a defesa já foi apresentada?,LLM,A citação é considerada válida após o falecimento do responsável se a defesa já foi apresentada? - Falecimento de responsável,"A citação é considerada válida após o falecimento do responsável se a defesa já foi apresentada? - Falecimento de responsável, Defesa de responsável","A citação é considerada válida após o falecimento do responsável se a defesa já foi apresentada? - Falecimento de responsável, Defesa de responsável, Extinção","A citação é considerada válida após o falecimento do responsável se a defesa já foi apresentada? - Falecimento de responsável, Defesa de responsável, Extinção, Princípio da ampla defesa","A citação é considerada válida após o falecimento do responsável se a defesa já foi apresentada? - Falecimento de responsável, Defesa de responsável, Extinção, Princípio da ampla defesa, Alegação de defesa","A citação é considerada válida após o falecimento do responsável se a defesa já foi apresentada? - Falecimento de responsável, Defesa de responsável, Extinção, Princípio da ampla defesa, Alegação de defesa, Falecimento de ministro","A citação é considerada válida após o falecimento do responsável se a defesa já foi apresentada? - Falecimento de responsável, Defesa de responsável, Extinção, Princípio da ampla defesa, Alegação de defesa, Falecimento de ministro, Notificação","A citação é considerada válida após o falecimento do responsável se a defesa já foi apresentada? - Falecimento de responsável, Defesa de responsável, Extinção, Princípio da ampla defesa, Alegação de defesa, Falecimento de ministro, Notificação, Contrarrazões","A citação é considerada válida após o falecimento do responsável se a defesa já foi apresentada? - Falecimento de responsável, Defesa de responsável, Extinção, Princípio da ampla defesa, Alegação de defesa, Falecimento de ministro, Notificação, Contrarrazões","A citação é considerada válida após o falecimento do responsável se a defesa já foi apresentada? - Falecimento de responsável, Defesa de responsável, Extinção, Princípio da ampla defesa, Alegação de defesa, Falecimento de ministro, Notificação, Contrarrazões"
103,A prestação de garantia contratual é permitida juntamente com a exigência de patrimônio líquido mínimo?,LLM,A prestação de garantia contratual é permitida juntamente com a exigência de patrimônio líquido mínimo? - Limite mínimo,"A prestação de garantia contratual é permitida juntamente com a exigência de patrimônio líquido mínimo? - Limite mínimo, Garantia da proposta","A prestação de garantia contratual é permitida juntamente com a exigência de patrimônio líquido mínimo? - Limite mínimo, Garantia da proposta, Concessão de garantia","A prestação de garantia contratual é permitida juntamente com a exigência de patrimônio líquido mínimo? - Limite mínimo, Garantia da proposta, Concessão de garantia, Seguro garantia","A prestação de garantia contratual é permitida juntamente com a exigência de patrimônio líquido mínimo? - Limite mínimo, Garantia da proposta, Concessão de garantia, Seguro garantia, Garantia adicional","A prestação de garantia contratual é permitida juntamente com a exigência de patrimônio líquido mínimo? - Limite mínimo, Garantia da proposta, Concessão de garantia, Seguro garantia, Garantia adicional, Caução","A prestação de garantia contratual é permitida juntamente com a exigência de patrimônio líquido mínimo? - Limite mínimo, Garantia da proposta, Concessão de garantia, Seguro garantia, Garantia adicional, Caução, Saldo devedor","A prestação de garantia contratual é permitida juntamente com a exigência de patrimônio líquido mínimo? - Limite mínimo, Garantia da proposta, Concessão de garantia, Seguro garantia, Garantia adicional, Caução, Saldo devedor","A prestação de garantia contratual é permitida juntamente com a exigência de patrimônio líquido mínimo? - Limite mínimo, Garantia da proposta, Concessão de garantia, Seguro garantia, Garantia adicional, Caução, Saldo devedor","A prestação de garantia contratual é permitida juntamente com a exigência de patrimônio líquido mínimo? - Limite mínimo, Garantia da proposta, Concessão de garantia, Seguro garantia, Garantia adicional, Caução, Saldo devedor"
104,A exigência de garantia de participação é permitida juntamente com a exigência de patrimônio líquido mínimo?,LLM,A exigência de garantia de participação é permitida juntamente com a exigência de patrimônio líquido mínimo? - Garantia da proposta,"A exigência de garantia de participação é permitida juntamente com a exigência de patrimônio líquido mínimo? - Garantia da proposta, Garantia contratual","A exigência de garantia de participação é permitida juntamente com a exigência de patrimônio líquido mínimo? - Garantia da proposta, Garantia contratual, Garantia de empréstimo","A exigência de garantia de participação é permitida juntamente com a exigência de patrimônio líquido mínimo? - Garantia da proposta, Garantia contratual, Garantia de empréstimo, Concessão de garantia","A exigência de garantia de participação é permitida juntamente com a exigência de patrimônio líquido mínimo? - Garantia da proposta, Garantia contratual, Garantia de empréstimo, Concessão de garantia, Preço mínimo","A exigência de garantia de participação é permitida juntamente com a exigência de patrimônio líquido mínimo? - Garantia da proposta, Garantia contratual, Garantia de empréstimo, Concessão de garantia, Preço mínimo, Garantia fidejussória","A exigência de garantia de participação é permitida juntamente com a exigência de patrimônio líquido mínimo? - Garantia da proposta, Garantia contratual, Garantia de empréstimo, Concessão de garantia, Preço mínimo, Garantia fidejussória, Proof of stake","A exigência de garantia de participação é permitida juntamente com a exigência de patrimônio líquido mínimo? - Garantia da proposta, Garantia contratual, Garantia de empréstimo, Concessão de garantia, Preço mínimo, Garantia fidejussória, Proof of stake, Capital circulante líquido","A exigência de garantia de participação é permitida juntamente com a exigência de patrimônio líquido mínimo? - Garantia da proposta, Garantia contratual, Garantia de empréstimo, Concessão de garantia, Preço mínimo, Garantia fidejussória, Proof of stake, Capital circulante líquido","A exigência de garantia de participação é permitida juntamente com a exigência de patrimônio líquido mínimo? - Garantia da proposta, Garantia contratual, Garantia de empréstimo, Concessão de garantia, Preço mínimo, Garantia fidejussória, Proof of stake, Capital circulante líquido"
105,Quais são as consequências para os responsáveis que realizam despesas sem cobertura contratual?,LLM,Quais são as consequências para os responsáveis que realizam despesas sem cobertura contratual? - Gestão contratual,"Quais são as consequências para os responsáveis que realizam despesas sem cobertura contratual? - Gestão contratual, Despesa","Quais são as consequências para os responsáveis que realizam despesas sem cobertura contratual? - Gestão contratual, Despesa, Contrapartida","Quais são as consequências para os responsáveis que realizam despesas sem cobertura contratual? - Gestão contratual, Despesa, Contrapartida, Concessão de garantia","Quais são as consequências para os responsáveis que realizam despesas sem cobertura contratual? - Gestão contratual, Despesa, Contrapartida, Concessão de garantia, Seguro garantia","Quais são as consequências para os responsáveis que realizam despesas sem cobertura contratual? - Gestão contratual, Despesa, Contrapartida, Concessão de garantia, Seguro garantia, Excludente de responsabilidade","Quais são as consequências para os responsáveis que realizam despesas sem cobertura contratual? - Gestão contratual, Despesa, Contrapartida, Concessão de garantia, Seguro garantia, Excludente de responsabilidade, Administração contratada","Quais são as consequências para os responsáveis que realizam despesas sem cobertura contratual? - Gestão contratual, Despesa, Contrapartida, Concessão de garantia, Seguro garantia, Excludente de responsabilidade, Administração contratada, Seguro","Quais são as consequências para os responsáveis que realizam despesas sem cobertura contratual? - Gestão contratual, Despesa, Contrapartida, Concessão de garantia, Seguro garantia, Excludente de responsabilidade, Administração contratada, Seguro, Pagamento indevido","Quais são as consequências para os responsáveis que realizam despesas sem cobertura contratual? - Gestão contratual, Despesa, Contrapartida, Concessão de garantia, Seguro garantia, Excludente de responsabilidade, Administração contratada, Seguro, Pagamento indevido, Reconhecimento de dívida"
106,O pregão é adequado para concessões de uso de áreas comerciais em aeroportos?,LLM,O pregão é adequado para concessões de uso de áreas comerciais em aeroportos? - Concessão de uso,"O pregão é adequado para concessões de uso de áreas comerciais em aeroportos? - Concessão de uso, Aeroporto","O pregão é adequado para concessões de uso de áreas comerciais em aeroportos? - Concessão de uso, Aeroporto, Concessão de direito real de uso","O pregão é adequado para concessões de uso de áreas comerciais em aeroportos? - Concessão de uso, Aeroporto, Concessão de direito real de uso, Licitação","O pregão é adequado para concessões de uso de áreas comerciais em aeroportos? - Concessão de uso, Aeroporto, Concessão de direito real de uso, Licitação, Pátio","O pregão é adequado para concessões de uso de áreas comerciais em aeroportos? - Concessão de uso, Aeroporto, Concessão de direito real de uso, Licitação, Pátio, Plano de Exploração Aeroportuária","O pregão é adequado para concessões de uso de áreas comerciais em aeroportos? - Concessão de uso, Aeroporto, Concessão de direito real de uso, Licitação, Pátio, Plano de Exploração Aeroportuária, Terminal de transporte","O pregão é adequado para concessões de uso de áreas comerciais em aeroportos? - Concessão de uso, Aeroporto, Concessão de direito real de uso, Licitação, Pátio, Plano de Exploração Aeroportuária, Terminal de transporte, Aeroporto internacional","O pregão é adequado para concessões de uso de áreas comerciais em aeroportos? - Concessão de uso, Aeroporto, Concessão de direito real de uso, Licitação, Pátio, Plano de Exploração Aeroportuária, Terminal de transporte, Aeroporto internacional, Contrato administrativo","O pregão é adequado para concessões de uso de áreas comerciais em aeroportos? - Concessão de uso, Aeroporto, Concessão de direito real de uso, Licitação, Pátio, Plano de Exploração Aeroportuária, Terminal de transporte, Aeroporto internacional, Contrato administrativo"
107,Quais normas devem ser observadas na cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios?,LLM,Quais normas devem ser observadas na cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios? - Central de abastecimento,"Quais normas devem ser observadas na cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios? - Central de abastecimento, Comercialização","Quais normas devem ser observadas na cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios? - Central de abastecimento, Comercialização, Serviço de alimentação","Quais normas devem ser observadas na cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios? - Central de abastecimento, Comercialização, Serviço de alimentação, Segurança alimentar","Quais normas devem ser observadas na cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios? - Central de abastecimento, Comercialização, Serviço de alimentação, Segurança alimentar, Mercadoria","Quais normas devem ser observadas na cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios? - Central de abastecimento, Comercialização, Serviço de alimentação, Segurança alimentar, Mercadoria, Estoque público","Quais normas devem ser observadas na cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios? - Central de abastecimento, Comercialização, Serviço de alimentação, Segurança alimentar, Mercadoria, Estoque público, Direito de vizinhança","Quais normas devem ser observadas na cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios? - Central de abastecimento, Comercialização, Serviço de alimentação, Segurança alimentar, Mercadoria, Estoque público, Direito de vizinhança, Estoque","Quais normas devem ser observadas na cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios? - Central de abastecimento, Comercialização, Serviço de alimentação, Segurança alimentar, Mercadoria, Estoque público, Direito de vizinhança, Estoque","Quais normas devem ser observadas na cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios? - Central de abastecimento, Comercialização, Serviço de alimentação, Segurança alimentar, Mercadoria, Estoque público, Direito de vizinhança, Estoque"
